rule;n;n_pos;n_neg;subset;acc;acc_std;rec;rec_std;prec;prec_std;fscore;fscore_std
'protected' modifier out of order with the JLS suggestions.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Distance between variable declaration and its first usage is more than '3';4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Javadoc comment has parse error.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GenericWhitespace '>' is followed by whitespace.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Local variable name must match pattern '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$';4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Each variable declaration must be in its own statement.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Catch parameter name 'eMissingResource' must match pattern '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$'.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'public' modifier out of order with the JLS suggestions.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Array brackets at illegal position.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
At-clauses have to appear in the order '[@param, @return, @throws, @deprecated]'.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Parameter must match pattern '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$';4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Single-line Javadoc comment should be multi-line.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'METHOD_DEF' should be separated from previous statement.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Redundant <p> tag.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Any;7438;5273;2165;0.4;0.9935735412745361;0.0002151115891368488;0.9962450218092169;0.0001858137487413775;0.9946982956101813;0.00031477548902122525;0.9954710136421724;0.00015110384260836877
'package' should be separated from previous statement.;7438;33;7405;0.4;0.999731110513579;1.1102230246251565e-16;1.0;0.0;0.9428571428571428;0.0;0.9705882352941175;1.1102230246251565e-16
'{' should be on the previous line;7438;740;6698;0.4;0.9995563323474054;0.00010500470120874447;0.9997297297297297;0.0005405405405405351;0.9958275420995439;0.000722738904836013;0.9977746896045041;0.0005265014645531834
First sentence of Javadoc is incomplete (period is missing) or not present.;7438;125;7313;0.4;0.9995697768217264;0.0001006092333093079;0.984;0.0;0.9903741935483872;0.005979834304916489;0.9871678196657598;0.002967492471482831
Line contains a tab character.;7438;5163;2275;0.4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
